tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,num_sets
2017-1063,Shenzhen,Hard,32,I,20170102,291,202429,,,Camila Giorgi,R,168.0,ITA,25.01026694,81.0,769.0,202453,,,Saisai Zheng,R,170.0,CHN,22.90759754,84.0,758.0,6-7(5) 7-5 6-4,3,R16,182.0,6.0,4.0,119.0,75.0,48.0,22.0,17.0,7.0,12.0,2.0,7.0,114.0,73.0,47.0,16.0,17.0,10.0,17.0,3
2017-1063,Shenzhen,Hard,32,I,20170102,290,202492,,,Qiang Wang,R,172.0,CHN,24.96919918,71.0,874.0,201512,7.0,,Monica Niculescu,R,168.0,ROU,29.27310062,38.0,1300.0,7-6(1) 6-4,3,R16,128.0,1.0,0.0,77.0,44.0,26.0,16.0,11.0,6.0,10.0,0.0,0.0,77.0,68.0,32.0,5.0,11.0,2.0,7.0,2
2017-1063,Shenzhen,Hard,32,I,20170102,289,201697,,,Kristyna Pliskova,L,184.0,CZE,24.78576318,60.0,965.0,201578,,Q,Kai Chen Chang,R,,TPE,25.97125257,130.0,466.0,6-1 6-2,3,R16,47.0,8.0,1.0,37.0,26.0,20.0,6.0,7.0,0.0,1.0,0.0,1.0,46.0,32.0,14.0,4.0,8.0,2.0,8.0,2
2017-1063,Shenzhen,Hard,32,I,20170102,288,202427,3.0,,Johanna Konta,R,180.0,GBR,25.63175907,10.0,3640.0,201447,,,Vania King,R,165.0,USA,27.83572895,77.0,794.0,1-6 6-3 6-2,3,R16,95.0,3.0,4.0,68.0,43.0,31.0,10.0,12.0,1.0,4.0,1.0,2.0,75.0,59.0,37.0,5.0,12.0,2.0,6.0,3
2017-1063,Shenzhen,Hard,32,I,20170102,287,211411,,Q,Nina Stojanovic,R,176.0,SRB,20.42710472,142.0,417.0,202460,,Q,Ons Jabeur,R,167.0,TUN,22.34907598,193.0,282.0,4-6 6-3 6-3,3,R16,137.0,2.0,3.0,98.0,54.0,40.0,21.0,14.0,8.0,10.0,9.0,9.0,119.0,52.0,33.0,35.0,14.0,12.0,16.0,3
2017-1063,Shenzhen,Hard,32,I,20170102,286,211701,,,Katerina Siniakova,R,174.0,CZE,20.64887064,52.0,1123.0,201594,2.0,,Simona Halep,R,168.0,ROU,25.26762491,4.0,5228.0,6-3 4-6 7-5,3,R16,124.0,4.0,5.0,108.0,63.0,36.0,19.0,16.0,9.0,16.0,2.0,2.0,88.0,50.0,29.0,13.0,15.0,3.0,11.0,3
2017-1063,Shenzhen,Hard,32,I,20170102,285,201474,1.0,,Agnieszka Radwanska,R,170.0,POL,27.8275154,3.0,5600.0,202504,,WC,Ying Ying Duan,R,186.0,CHN,27.58384668,103.0,630.0,6-2 6-7(4) 7-5,3,R32,143.0,7.0,1.0,97.0,64.0,42.0,14.0,16.0,2.0,7.0,4.0,3.0,109.0,79.0,45.0,11.0,16.0,4.0,12.0,3
2017-1063,Shenzhen,Hard,32,I,20170102,284,201514,,,Sorana Cirstea,R,176.0,ROU,26.74058864,78.0,787.0,201568,,,Kristina Kucova,R,163.0,SVK,26.614647499999997,80.0,778.0,6-3 4-6 6-4,3,R32,136.0,3.0,2.0,96.0,58.0,38.0,18.0,15.0,7.0,12.0,0.0,3.0,110.0,79.0,44.0,14.0,14.0,10.0,16.0,3
2017-1063,Shenzhen,Hard,32,I,20170102,283,201450,,,Tsvetana Pironkova,R,180.0,BUL,29.30595483,63.0,932.0,201448,,,Galina Voskoboeva,R,183.0,KAZ,32.04106776,312.0,139.0,6-4 5-7 6-3,3,R32,138.0,2.0,3.0,116.0,71.0,46.0,20.0,16.0,13.0,19.0,1.0,3.0,89.0,58.0,36.0,10.0,15.0,5.0,12.0,3
2017-1063,Shenzhen,Hard,32,I,20170102,282,201590,8.0,,Alison Riske,R,175.0,USA,26.50239562,39.0,1247.0,202684,,WC,Lin Zhu,R,173.0,CHN,22.92950034,123.0,481.0,7-6(5) 7-6(5),3,R32,130.0,3.0,1.0,89.0,63.0,38.0,16.0,12.0,3.0,6.0,3.0,4.0,97.0,61.0,40.0,17.0,12.0,9.0,12.0,2
2017-1063,Shenzhen,Hard,32,I,20170102,281,202429,,,Camila Giorgi,R,168.0,ITA,25.01026694,81.0,769.0,202536,,LL,Ana Bogdan,R,,ROU,24.10403833,129.0,469.0,1-6 7-6(5) 6-3,3,R32,122.0,10.0,8.0,100.0,55.0,41.0,17.0,15.0,5.0,10.0,7.0,8.0,90.0,56.0,38.0,16.0,13.0,2.0,5.0,3
2017-1063,Shenzhen,Hard,32,I,20170102,280,202453,,,Saisai Zheng,R,170.0,CHN,22.90759754,84.0,758.0,203578,,LL,Fangzhou Liu,U,,CHN,21.05954825,146.0,397.0,6-7(6) 6-0 6-3,3,R32,142.0,5.0,2.0,103.0,58.0,40.0,25.0,14.0,8.0,10.0,2.0,2.0,82.0,54.0,33.0,13.0,13.0,5.0,11.0,3
2017-1063,Shenzhen,Hard,32,I,20170102,279,202492,,,Qiang Wang,R,172.0,CHN,24.96919918,71.0,874.0,201516,,,Evgeniya Rodina,R,170.0,RUS,27.90965092,85.0,756.0,6-2 6-3,3,R32,74.0,5.0,0.0,53.0,36.0,26.0,13.0,9.0,4.0,4.0,0.0,2.0,73.0,47.0,26.0,13.0,8.0,8.0,11.0,2
2017-1063,Shenzhen,Hard,32,I,20170102,278,201512,7.0,,Monica Niculescu,R,168.0,ROU,29.27310062,38.0,1300.0,203576,,WC,Kai Lin Zhang,U,173.0,CHN,26.92950034,133.0,454.0,5-7 6-1 6-3,3,R32,160.0,0.0,0.0,94.0,78.0,43.0,8.0,14.0,7.0,12.0,0.0,7.0,100.0,51.0,24.0,23.0,14.0,8.0,16.0,3
2017-1063,Shenzhen,Hard,32,I,20170102,277,201697,,,Kristyna Pliskova,L,184.0,CZE,24.78576318,60.0,965.0,201545,6.0,,Anastasija Sevastova,U,169.0,LAT,26.72416153,34.0,1425.0,1-6 6-3 7-6(6),3,R32,108.0,7.0,6.0,99.0,52.0,37.0,17.0,14.0,4.0,10.0,3.0,4.0,81.0,42.0,27.0,19.0,14.0,1.0,6.0,3
2017-1063,Shenzhen,Hard,32,I,20170102,276,201578,,Q,Kai Chen Chang,R,,TPE,25.97125257,130.0,466.0,203530,,,Viktorija Golubic,R,169.0,SUI,24.21355236,56.0,1031.0,7-6(4) 6-1,3,R32,86.0,0.0,9.0,75.0,48.0,30.0,10.0,9.0,10.0,14.0,0.0,5.0,60.0,43.0,19.0,4.0,10.0,1.0,8.0,2
2017-1063,Shenzhen,Hard,32,I,20170102,275,201447,,,Vania King,R,165.0,USA,27.83572895,77.0,794.0,206289,,,Maria Sakkari,R,172.0,GRE,21.44284736,96.0,678.0,2-6 6-1 6-2,3,R32,128.0,2.0,3.0,106.0,79.0,47.0,11.0,11.0,17.0,21.0,2.0,4.0,82.0,51.0,28.0,10.0,12.0,4.0,11.0,3
2017-1063,Shenzhen,Hard,32,I,20170102,274,202427,3.0,,Johanna Konta,R,180.0,GBR,25.63175907,10.0,3640.0,201666,,,Cagla Buyukakcay,R,,TUR,27.26351814,82.0,766.0,6-2 6-0,3,R32,56.0,3.0,1.0,39.0,29.0,20.0,7.0,7.0,0.0,1.0,0.0,0.0,41.0,32.0,9.0,4.0,7.0,2.0,8.0,2
2017-1063,Shenzhen,Hard,32,I,20170102,273,211411,,Q,Nina Stojanovic,R,176.0,SRB,20.42710472,142.0,417.0,201693,5.0,,Timea Babos,R,179.0,HUN,23.6495551,28.0,1575.0,1-6 7-5 6-2,3,R32,120.0,4.0,3.0,88.0,49.0,36.0,18.0,13.0,8.0,11.0,12.0,4.0,92.0,58.0,38.0,19.0,14.0,7.0,11.0,3
2017-1063,Shenzhen,Hard,32,I,20170102,272,202460,,Q,Ons Jabeur,R,167.0,TUN,22.34907598,193.0,282.0,201527,,Q,Stefanie Voegele,R,170.0,SUI,26.81724846,113.0,544.0,6-0 6-2,3,R32,68.0,7.0,2.0,47.0,20.0,17.0,16.0,7.0,4.0,4.0,1.0,1.0,47.0,26.0,10.0,8.0,7.0,4.0,9.0,2
2017-1063,Shenzhen,Hard,32,I,20170102,271,211701,,,Katerina Siniakova,R,174.0,CZE,20.64887064,52.0,1123.0,201397,,,Shuai Peng,R,173.0,CHN,30.98425736,83.0,763.0,6-3 7-5,3,R32,88.0,3.0,4.0,58.0,35.0,20.0,8.0,10.0,3.0,8.0,0.0,6.0,69.0,42.0,19.0,10.0,11.0,4.0,12.0,2
2017-1063,Shenzhen,Hard,32,I,20170102,270,201594,2.0,,Simona Halep,R,168.0,ROU,25.26762491,4.0,5228.0,201347,,,Jelena Jankovic,R,177.0,SRB,31.84394251,54.0,1100.0,6-1 3-6 6-3,3,R32,107.0,0.0,2.0,88.0,55.0,39.0,17.0,13.0,1.0,3.0,3.0,2.0,70.0,45.0,30.0,9.0,12.0,1.0,5.0,3
2017-1050,Hobart,Hard,32,I,20170109,300,210722,,Q,Elise Mertens,U,179.0,BEL,21.14715948,127.0,477.0,201512,3.0,,Monica Niculescu,R,168.0,ROU,29.29226557,40.0,1300.0,6-3 6-1,3,F,74.0,4.0,3.0,49.0,28.0,22.0,10.0,8.0,0.0,1.0,0.0,0.0,50.0,44.0,20.0,3.0,8.0,6.0,11.0,2
2017-1050,Hobart,Hard,32,I,20170109,299,210722,,Q,Elise Mertens,U,179.0,BEL,21.14715948,127.0,477.0,213544,,Q,Jana Fett,R,,CRO,20.18617385,340.0,116.0,6-4 6-0,3,SF,70.0,4.0,1.0,53.0,38.0,26.0,9.0,8.0,2.0,3.0,0.0,7.0,50.0,28.0,18.0,5.0,8.0,3.0,8.0,2
2017-1050,Hobart,Hard,32,I,20170109,298,201512,3.0,,Monica Niculescu,R,168.0,ROU,29.29226557,40.0,1300.0,201615,,,Lesia Tsurenko,R,174.0,UKR,27.61396304,61.0,1003.0,W/O,3,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2017-1050,Hobart,Hard,32,I,20170109,297,210722,,Q,Elise Mertens,U,179.0,BEL,21.14715948,127.0,477.0,202428,1.0,,Kiki Bertens,R,182.0,NED,25.08418891,22.0,1974.0,6-2 7-5,3,QF,79.0,3.0,4.0,67.0,38.0,25.0,13.0,10.0,7.0,10.0,1.0,3.0,52.0,27.0,17.0,8.0,10.0,1.0,7.0,2
2017-1050,Hobart,Hard,32,I,20170109,296,213544,,Q,Jana Fett,R,,CRO,20.18617385,340.0,116.0,202705,,LL,Veronica Cepede Royg,R,163.0,PAR,24.96919918,129.0,472.0,6-1 6-4,3,QF,72.0,2.0,2.0,62.0,40.0,29.0,11.0,9.0,2.0,3.0,0.0,6.0,49.0,30.0,17.0,7.0,8.0,3.0,7.0,2
2017-1050,Hobart,Hard,32,I,20170109,295,201512,3.0,,Monica Niculescu,R,168.0,ROU,29.29226557,40.0,1300.0,203552,,Q,Risa Ozaki,R,162.0,JPN,22.75154004,100.0,652.0,6-4 6-4,3,QF,124.0,0.0,0.0,67.0,62.0,36.0,1.0,10.0,4.0,7.0,0.0,3.0,75.0,45.0,28.0,10.0,10.0,4.0,9.0,2
2017-1050,Hobart,Hard,32,I,20170109,294,201615,,,Lesia Tsurenko,R,174.0,UKR,27.61396304,61.0,1003.0,201603,,,Shelby Rogers,R,175.0,USA,24.24093087,57.0,1031.0,4-6 6-4 6-3,3,QF,143.0,2.0,5.0,113.0,64.0,40.0,27.0,15.0,7.0,11.0,5.0,9.0,88.0,50.0,33.0,17.0,14.0,9.0,14.0,3
2017-1050,Hobart,Hard,32,I,20170109,293,202428,1.0,,Kiki Bertens,R,182.0,NED,25.08418891,22.0,1974.0,201448,,,Galina Voskoboeva,R,183.0,KAZ,32.06023272,310.0,140.0,6-1 6-4,3,R16,70.0,5.0,1.0,61.0,36.0,26.0,12.0,8.0,6.0,8.0,1.0,2.0,50.0,25.0,15.0,6.0,9.0,4.0,10.0,2
2017-1050,Hobart,Hard,32,I,20170109,292,210722,,Q,Elise Mertens,U,179.0,BEL,21.14715948,127.0,477.0,203500,,LL,Sachia Vickery,R,162.0,USA,21.66735113,135.0,441.0,0-1 RET,3,R16,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,2.0,2.0,2.0,1.0,0.0,0.0,1
2017-1050,Hobart,Hard,32,I,20170109,291,213544,,Q,Jana Fett,R,,CRO,20.18617385,340.0,116.0,211878,,WC,Lizette Cabrera,R,,AUS,19.05817933,208.0,257.0,6-1 6-3,3,R16,75.0,0.0,5.0,66.0,43.0,25.0,10.0,8.0,7.0,10.0,1.0,0.0,52.0,38.0,15.0,4.0,8.0,8.0,15.0,2
2017-1050,Hobart,Hard,32,I,20170109,290,202705,,LL,Veronica Cepede Royg,R,163.0,PAR,24.96919918,129.0,472.0,201492,,,Andrea Petkovic,R,180.0,GER,29.33607118,55.0,1045.0,6-3 0-6 6-4,3,R16,128.0,0.0,3.0,76.0,50.0,30.0,12.0,12.0,1.0,5.0,1.0,3.0,116.0,88.0,48.0,17.0,13.0,10.0,14.0,3
2017-1050,Hobart,Hard,32,I,20170109,289,203552,,Q,Risa Ozaki,R,162.0,JPN,22.75154004,100.0,652.0,201425,,,Lucie Safarova,L,177.0,CZE,29.9301848,62.0,969.0,2-6 6-3 7-5,3,R16,138.0,4.0,2.0,96.0,71.0,45.0,12.0,15.0,5.0,10.0,5.0,6.0,103.0,71.0,46.0,12.0,14.0,10.0,15.0,3
2017-1050,Hobart,Hard,32,I,20170109,288,201512,3.0,,Monica Niculescu,R,168.0,ROU,29.29226557,40.0,1300.0,201465,,,Kirsten Flipkens,R,165.0,BEL,30.99794661,73.0,860.0,6-3 6-2,3,R16,70.0,1.0,1.0,49.0,44.0,30.0,4.0,8.0,2.0,2.0,1.0,0.0,49.0,36.0,21.0,4.0,9.0,2.0,6.0,2
2017-1050,Hobart,Hard,32,I,20170109,287,201615,,,Lesia Tsurenko,R,174.0,UKR,27.61396304,61.0,1003.0,201596,11.0,,Johanna Larsson,R,174.0,SWE,28.39698836,51.0,1150.0,6-4 6-4,3,R16,87.0,3.0,6.0,62.0,44.0,32.0,6.0,10.0,1.0,4.0,1.0,7.0,68.0,42.0,22.0,12.0,10.0,6.0,11.0,2
2017-1050,Hobart,Hard,32,I,20170109,286,201603,,,Shelby Rogers,R,175.0,USA,24.24093087,57.0,1031.0,202418,,,Lara Arruabarrena,R,166.0,ESP,24.80766598,64.0,923.0,6-2 6-2,3,R16,66.0,5.0,0.0,46.0,25.0,19.0,12.0,8.0,0.0,1.0,4.0,1.0,49.0,28.0,17.0,6.0,8.0,3.0,8.0,2
2017-1050,Hobart,Hard,32,I,20170109,285,202428,1.0,,Kiki Bertens,R,182.0,NED,25.08418891,22.0,1974.0,202470,,,Annika Beck,R,170.0,GER,22.89664613,53.0,1125.0,6-1 6-2,3,R32,68.0,5.0,3.0,39.0,20.0,17.0,8.0,7.0,1.0,3.0,0.0,3.0,60.0,39.0,14.0,8.0,8.0,8.0,15.0,2
2017-1050,Hobart,Hard,32,I,20170109,284,201448,,,Galina Voskoboeva,R,183.0,KAZ,32.06023272,310.0,140.0,201426,,,Pauline Parmentier,R,175.0,FRA,30.94045175,66.0,886.0,6-4 6-3,3,R32,73.0,4.0,2.0,58.0,35.0,25.0,12.0,10.0,4.0,7.0,0.0,4.0,56.0,33.0,18.0,10.0,9.0,5.0,10.0,2
2017-1050,Hobart,Hard,32,I,20170109,283,203500,,LL,Sachia Vickery,R,162.0,USA,21.66735113,135.0,441.0,202694,,Q,Teliana Pereira,R,,BRA,28.47364819,204.0,264.0,6-3 7-6(5),3,R32,91.0,0.0,3.0,66.0,45.0,29.0,6.0,10.0,2.0,7.0,0.0,2.0,64.0,48.0,23.0,3.0,11.0,2.0,9.0,2
2017-1050,Hobart,Hard,32,I,20170109,282,210722,,Q,Elise Mertens,U,179.0,BEL,21.14715948,127.0,477.0,201540,7.0,,Kristina Mladenovic,R,184.0,FRA,23.65776865,45.0,1240.0,6-1 6-2,3,R32,55.0,2.0,2.0,50.0,27.0,20.0,12.0,8.0,2.0,3.0,0.0,2.0,41.0,23.0,7.0,9.0,7.0,0.0,5.0,2
2017-1050,Hobart,Hard,32,I,20170109,281,211878,,WC,Lizette Cabrera,R,,AUS,19.05817933,208.0,257.0,201595,5.0,,Misaki Doi,L,159.0,JPN,25.70020534,42.0,1270.0,6-4 5-7 7-5,3,R32,168.0,3.0,5.0,130.0,91.0,56.0,15.0,17.0,11.0,18.0,2.0,4.0,127.0,73.0,40.0,26.0,17.0,9.0,17.0,3
2017-1050,Hobart,Hard,32,I,20170109,280,213544,,Q,Jana Fett,R,,CRO,20.18617385,340.0,116.0,201212,,WC,Francesca Schiavone,R,166.0,ITA,36.54757016,96.0,659.0,6-3 6-2,3,R32,77.0,2.0,8.0,58.0,32.0,27.0,8.0,9.0,2.0,4.0,1.0,6.0,57.0,34.0,17.0,9.0,8.0,5.0,10.0,2
2017-1050,Hobart,Hard,32,I,20170109,279,202705,,LL,Veronica Cepede Royg,R,163.0,PAR,24.96919918,129.0,472.0,206183,,LL,Cindy Burger,R,,NED,24.12320329,138.0,426.0,6-0 3-6 6-3,3,R32,97.0,3.0,5.0,76.0,45.0,34.0,12.0,12.0,3.0,6.0,3.0,5.0,74.0,37.0,27.0,10.0,12.0,3.0,9.0,3
2017-1050,Hobart,Hard,32,I,20170109,278,201492,,,Andrea Petkovic,R,180.0,GER,29.33607118,55.0,1045.0,202484,,LL,Nicole Gibbs,R,168.0,USA,23.85489391,90.0,696.0,6-4 6-0,3,R32,60.0,1.0,2.0,44.0,31.0,22.0,9.0,8.0,0.0,1.0,0.0,2.0,49.0,28.0,17.0,5.0,8.0,2.0,7.0,2
2017-1050,Hobart,Hard,32,I,20170109,277,203552,,Q,Risa Ozaki,R,162.0,JPN,22.75154004,100.0,652.0,201597,,LL,Kurumi Nara,R,171.0,JPN,25.0294319,76.0,813.0,0-6 7-5 6-3,3,R32,130.0,1.0,2.0,68.0,54.0,33.0,5.0,13.0,3.0,9.0,0.0,8.0,107.0,70.0,41.0,15.0,14.0,11.0,17.0,3
2017-1050,Hobart,Hard,32,I,20170109,276,201425,,,Lucie Safarova,L,177.0,CZE,29.9301848,62.0,969.0,203530,,,Viktorija Golubic,R,169.0,SUI,24.23271732,58.0,1031.0,6-3 6-4,3,R32,69.0,7.0,0.0,47.0,31.0,28.0,6.0,10.0,1.0,3.0,0.0,1.0,53.0,33.0,19.0,9.0,9.0,3.0,7.0,2
2017-1050,Hobart,Hard,32,I,20170109,275,201465,,,Kirsten Flipkens,R,165.0,BEL,30.99794661,73.0,860.0,215096,,WC,Jaimee Fourlis,U,,AUS,17.31416838,417.0,81.0,7-6(10) 6-4,3,R32,113.0,2.0,0.0,75.0,41.0,32.0,18.0,11.0,0.0,2.0,0.0,4.0,81.0,53.0,33.0,16.0,11.0,7.0,10.0,2
2017-1050,Hobart,Hard,32,I,20170109,274,201512,3.0,,Monica Niculescu,R,168.0,ROU,29.29226557,40.0,1300.0,201347,,,Jelena Jankovic,R,177.0,SRB,31.86310746,54.0,1100.0,6-2 6-3,3,R32,100.0,1.0,1.0,64.0,54.0,33.0,6.0,9.0,5.0,6.0,2.0,4.0,63.0,31.0,17.0,14.0,8.0,4.0,8.0,2
2017-1050,Hobart,Hard,32,I,20170109,273,201596,11.0,,Johanna Larsson,R,174.0,SWE,28.39698836,51.0,1150.0,201697,,,Kristyna Pliskova,L,184.0,CZE,24.80492813,60.0,1012.0,6-7(5) 6-3 6-1,3,R32,99.0,3.0,4.0,84.0,48.0,39.0,21.0,14.0,0.0,1.0,11.0,2.0,97.0,55.0,34.0,23.0,14.0,2.0,7.0,3
2017-1050,Hobart,Hard,32,I,20170109,272,201615,,,Lesia Tsurenko,R,174.0,UKR,27.61396304,61.0,1003.0,201562,,LL,Silvia Soler Espinosa,R,,ESP,29.14168378,124.0,483.0,6-2 6-3,3,R32,69.0,2.0,5.0,57.0,42.0,33.0,6.0,9.0,5.0,6.0,2.0,2.0,54.0,33.0,17.0,8.0,8.0,5.0,9.0,2
2017-1050,Hobart,Hard,32,I,20170109,271,202418,,,Lara Arruabarrena,R,166.0,ESP,24.80766598,64.0,923.0,201605,,LL,Mandy Minella,R,180.0,LUX,31.132101300000002,104.0,622.0,4-6 6-2 6-3,3,R32,105.0,3.0,1.0,76.0,46.0,32.0,17.0,14.0,1.0,4.0,7.0,2.0,84.0,39.0,26.0,21.0,13.0,3.0,8.0,3
2017-1050,Hobart,Hard,32,I,20170109,270,201603,,,Shelby Rogers,R,175.0,USA,24.24093087,57.0,1031.0,201545,2.0,,Anastasija Sevastova,U,169.0,LAT,26.74332649,35.0,1425.0,6-2 1-6 6-4,3,R32,112.0,5.0,5.0,80.0,50.0,32.0,17.0,12.0,11.0,14.0,0.0,9.0,95.0,56.0,39.0,14.0,13.0,7.0,11.0,3
2017-M001,Sydney,Hard,32,I,20170109,301,202427,6.0,,Johanna Konta,R,180.0,GBR,25.65092402,10.0,3690.0,201474,2.0,,Agnieszka Radwanska,R,170.0,POL,27.84668036,3.0,5420.0,6-4 6-2,3,F,,,,,,,,,,,,,,,,,,,,2
2017-M001,Sydney,Hard,32,I,20170109,300,202427,6.0,,Johanna Konta,R,180.0,GBR,25.65092402,10.0,3690.0,202446,,WC,Eugenie Bouchard,R,178.0,CAN,22.87200548,49.0,1180.0,6-2 6-2,3,SF,68.0,1.0,1.0,48.0,27.0,20.0,11.0,8.0,4.0,6.0,0.0,2.0,54.0,37.0,16.0,5.0,8.0,3.0,9.0,2
2017-M001,Sydney,Hard,32,I,20170109,299,201474,2.0,,Agnieszka Radwanska,R,170.0,POL,27.84668036,3.0,5420.0,201366,,,Barbora Zahlavova Strycova,R,164.0,CZE,30.7871321,19.0,2170.0,6-1 6-2,3,SF,75.0,2.0,0.0,42.0,26.0,21.0,10.0,8.0,4.0,5.0,2.0,0.0,51.0,33.0,14.0,7.0,7.0,7.0,12.0,2
2017-M001,Sydney,Hard,32,I,20170109,298,202427,6.0,,Johanna Konta,R,180.0,GBR,25.65092402,10.0,3690.0,214082,,,Darya Kasatkina,R,170.0,RUS,19.67693361,26.0,1655.0,6-3 7-5,3,QF,101.0,3.0,2.0,64.0,37.0,25.0,14.0,11.0,4.0,7.0,3.0,8.0,84.0,52.0,33.0,9.0,10.0,7.0,12.0,2
2017-M001,Sydney,Hard,32,I,20170109,297,202446,,WC,Eugenie Bouchard,R,178.0,CAN,22.87200548,49.0,1180.0,201499,,,Anastasia Pavlyuchenkova,R,177.0,RUS,25.52224504,27.0,1575.0,6-2 6-3,3,QF,76.0,4.0,3.0,48.0,25.0,21.0,16.0,9.0,1.0,1.0,5.0,5.0,65.0,34.0,21.0,13.0,8.0,8.0,11.0,2
2017-M001,Sydney,Hard,32,I,20170109,296,201366,,,Barbora Zahlavova Strycova,R,164.0,CZE,30.7871321,19.0,2170.0,201496,10.0,,Caroline Wozniacki,R,177.0,DEN,26.49965777,20.0,2135.0,7-5 6-7(6) 6-4,3,QF,200.0,5.0,4.0,121.0,76.0,43.0,20.0,17.0,8.0,15.0,1.0,8.0,103.0,71.0,43.0,8.0,17.0,3.0,12.0,3
2017-M001,Sydney,Hard,32,I,20170109,295,201474,2.0,,Agnieszka Radwanska,R,170.0,POL,27.84668036,3.0,5420.0,202504,,Q,Ying Ying Duan,R,186.0,CHN,27.60301164,103.0,630.0,6-3 6-2,3,QF,79.0,3.0,1.0,55.0,34.0,24.0,11.0,9.0,4.0,6.0,0.0,1.0,63.0,43.0,22.0,7.0,8.0,5.0,10.0,2
2017-M001,Sydney,Hard,32,I,20170109,294,214082,,,Darya Kasatkina,R,170.0,RUS,19.67693361,26.0,1655.0,201493,1.0,,Angelique Kerber,L,173.0,GER,28.97741273,1.0,8875.0,7-6(5) 6-2,3,R16,92.0,2.0,4.0,79.0,55.0,38.0,11.0,10.0,7.0,10.0,0.0,6.0,72.0,36.0,20.0,17.0,10.0,5.0,10.0,2
2017-M001,Sydney,Hard,32,I,20170109,293,202427,6.0,,Johanna Konta,R,180.0,GBR,25.65092402,10.0,3690.0,201611,,,Daria Gavrilova,R,166.0,AUS,22.85010267,25.0,1665.0,6-1 6-3,3,R16,80.0,3.0,2.0,49.0,27.0,22.0,13.0,8.0,2.0,2.0,4.0,4.0,73.0,53.0,29.0,7.0,8.0,16.0,20.0,2
2017-M001,Sydney,Hard,32,I,20170109,292,202446,,WC,Eugenie Bouchard,R,178.0,CAN,22.87200548,49.0,1180.0,201495,3.0,,Dominika Cibulkova,R,161.0,SVK,27.67967146,6.0,4875.0,6-4 6-3,3,R16,99.0,4.0,2.0,80.0,47.0,28.0,17.0,10.0,6.0,9.0,1.0,5.0,63.0,38.0,22.0,9.0,9.0,3.0,8.0,2
2017-M001,Sydney,Hard,32,I,20170109,291,201499,,,Anastasia Pavlyuchenkova,R,177.0,RUS,25.52224504,27.0,1575.0,201320,5.0,,Svetlana Kuznetsova,R,174.0,RUS,31.53730322,9.0,4115.0,7-5 6-3,3,R16,98.0,4.0,3.0,81.0,51.0,30.0,16.0,11.0,4.0,7.0,1.0,3.0,65.0,35.0,18.0,15.0,10.0,4.0,9.0,2
2017-M001,Sydney,Hard,32,I,20170109,290,201496,10.0,,Caroline Wozniacki,R,177.0,DEN,26.49965777,20.0,2135.0,201709,,,Yulia Putintseva,R,163.0,KAZ,22.00684463,34.0,1450.0,6-0 7-5,3,R16,78.0,3.0,2.0,55.0,39.0,30.0,7.0,9.0,4.0,5.0,4.0,1.0,55.0,42.0,21.0,5.0,9.0,7.0,12.0,2
2017-M001,Sydney,Hard,32,I,20170109,289,201366,,,Barbora Zahlavova Strycova,R,164.0,CZE,30.7871321,19.0,2170.0,201311,9.0,,Roberta Vinci,R,163.0,ITA,33.89185489,18.0,2210.0,6-2 6-3,3,R16,79.0,3.0,3.0,60.0,34.0,23.0,13.0,8.0,4.0,6.0,0.0,4.0,64.0,36.0,17.0,11.0,9.0,9.0,15.0,2
2017-M001,Sydney,Hard,32,I,20170109,288,202504,,Q,Ying Ying Duan,R,186.0,CHN,27.60301164,103.0,630.0,201535,,,Coco Vandeweghe,R,185.0,USA,25.09514031,38.0,1312.0,6-3 6-2,3,R16,63.0,5.0,4.0,58.0,35.0,25.0,14.0,9.0,4.0,5.0,5.0,6.0,46.0,30.0,19.0,4.0,8.0,2.0,6.0,2
2017-M001,Sydney,Hard,32,I,20170109,287,201474,2.0,,Agnieszka Radwanska,R,170.0,POL,27.84668036,3.0,5420.0,201539,,Q,Christina Mchale,R,170.0,USA,24.66529774,43.0,1250.0,7-6(1) 6-1,3,R16,111.0,1.0,1.0,71.0,42.0,30.0,14.0,9.0,7.0,9.0,1.0,5.0,73.0,43.0,23.0,13.0,10.0,5.0,10.0,2
2017-M001,Sydney,Hard,32,I,20170109,285,214082,,,Darya Kasatkina,R,170.0,RUS,19.67693361,26.0,1655.0,201693,,,Timea Babos,R,179.0,HUN,23.66872005,28.0,1545.0,3-6 6-4 6-2,3,R32,112.0,1.0,5.0,90.0,57.0,39.0,15.0,13.0,6.0,9.0,7.0,6.0,88.0,57.0,39.0,10.0,14.0,5.0,10.0,3
