,global_id,Departamental_Affiliation,Location,geodata_coordinates
118,918057360,Moscow Department of culture ,улица Лобачевского/Мичуринский проспект,"[[[37.4759615445492, 55.68227988015519], [37.47590253595088, 55.68217455838684], [37.47579792979929, 55.682096703431], [37.475645043885436, 55.68202491004874], [37.47534463647583, 55.681896477230964], [37.47523198369715, 55.681761603357536], [37.47518370393489, 55.68166461511316], [37.47509787324636, 55.681579750212784], [37.47489536646577, 55.681410019844876], [37.47479411307547, 55.68132970075221], [37.474719346499185, 55.68127135564087], [37.47467140201304, 55.68119785584477], [37.47465799096797, 55.68109328887667], [37.47470358852127, 55.68089779336946], [37.47471699956633, 55.680737152899525], [37.47463250998236, 55.680620460823306], [37.47459294739935, 55.68054999076413], [37.474553384816375, 55.6804264784185], [37.47445950750087, 55.6803059966748], [37.47435221914026, 55.68017642155953], [37.47424895409319, 55.68006124330878], [37.4741725111363, 55.67993697166268], [37.47418422746146, 55.67966775296043], [37.47419975048849, 55.67953617396341], [37.47415394430421, 55.67944407722754], [37.47410009149292, 55.67934288708043], [37.47404510620811, 55.67919133343731], [37.474014260804445, 55.679003406107746], [37.47412289026949, 55.67889428659218], [37.47425297740675, 55.678800322331846], [37.474413909947614, 55.67876698011098], [37.474607028996715, 55.67874727787979], [37.47483501676294, 55.67875258232453], [37.475046911275136, 55.67876698011098], [37.475561895406024, 55.67878819789345], [37.47582206968043, 55.67873515342178], [37.47606615070082, 55.67866392217604], [37.47641483787273, 55.6784790234298], [37.476551630532484, 55.678397182725384], [37.47689227107741, 55.67821834503145], [37.477246322667334, 55.67814862841125], [37.47757891658522, 55.67804860001416], [37.478179731404566, 55.67774548207189], [37.478608884846956, 55.67738173742742], [37.47913191560481, 55.67696645812027], [37.47821460012176, 55.6766512066654], [37.477932968175196, 55.6769391768627], [37.47778487406162, 55.677161605656416], [37.477723183254284, 55.67727982370656], [37.477623941520726, 55.677405619449], [37.47747105560687, 55.67754505520586], [37.47730207643894, 55.67766630328973], [37.47712236843495, 55.67777694183695], [37.47690510950473, 55.6778845488958], [37.476526918033635, 55.677995186816865], [37.476218463996915, 55.67807248162689], [37.475987794021655, 55.678101277684874], [37.475818814853696, 55.67817554112051], [37.475553276161236, 55.67827860035384], [37.475349428276104, 55.67836347245378], [37.47518849573521, 55.67841197071358], [37.47498464785008, 55.67842409526909], [37.47471642694858, 55.67838772159123], [37.474394561866795, 55.678369534739566], [37.47422290048985, 55.67838772159123], [37.47397613726048, 55.6784180329918], [37.473675729850804, 55.67842257969367], [37.473555030445134, 55.67845364884497], [37.473439695457486, 55.678505935913904], [37.473269925230646, 55.67862679105693], [37.47321359884134, 55.678754097993256], [37.47318409454217, 55.67887534231972], [37.47322700988641, 55.67902083500585], [37.47327260743968, 55.67918148254258], [37.473283336275685, 55.67949519800375], [37.473264560812616, 55.67988014009284], [37.47328065406672, 55.68025750089498], [37.473476455324764, 55.68065455930482], [37.47355558049072, 55.68080762272462], [37.47366689216485, 55.680933407070484], [37.473857329004915, 55.68119709822951], [37.47405313026301, 55.68169416637036], [37.47427038919318, 55.681932090024965], [37.47438572418085, 55.682100302697634], [37.47480683099615, 55.682407932985896], [37.47496374022349, 55.68248143050137], [37.47516088258612, 55.68253219675074], [37.47537948262084, 55.682580689813534], [37.47554980289329, 55.68258675144911], [37.4757804728686, 55.68246400327656], [37.476001188932145, 55.68228194591108], [37.47649739759994, 55.6822940692619], [37.47677768844199, 55.68230013093279], [37.47709016579222, 55.68230770802705], [37.47747619540893, 55.68231937266151], [37.47785417839866, 55.68232497562949], [37.47787509374304, 55.68061007324478], [37.47792873792333, 55.680349409099826], [37.478872875496556, 55.68023423136374], [37.47993503026647, 55.680131177311175], [37.48011473827046, 55.680111475757656], [37.48033199720068, 55.68009480522752], [37.48098674287978, 55.68004347721864], [37.48183236078253, 55.67998337283637]], [[37.47915299870055, 55.67696791039912], [37.4793407533316, 55.676946691631244], [37.48004080988447, 55.67678603487082], [37.48090448118729, 55.67657536132845], [37.48142214752716, 55.67642076561936], [37.482406518235614, 55.676090353144644], [37.48353556350706, 55.67573365508746]]]"
119,339980023,Moscow Department of housing and communal services and improvement,Территория МГУ на Воробьевых горах,"[[[37.515289224197, 55.706461215795], [37.515333998926, 55.706434506758], [37.515629042496, 55.706259201996], [37.516331781068, 55.705848138841], [37.518456090102, 55.704639105422], [37.52001177185, 55.703726260426], [37.520896900764, 55.703221466263], [37.522731531866, 55.70216651539], [37.524094093794, 55.701383596972], [37.525553215632, 55.700534157635], [37.527098167902, 55.69964540082], [37.529023994174, 55.698523845773], [37.529217113096, 55.698418036755], [37.529415596756, 55.698318274052], [37.529571164302, 55.698272927054], [37.529807199338, 55.698133863443], [37.531936873111, 55.6969004056], [37.533986080293, 55.695727374842], [37.535815347554, 55.694663151943], [37.536416162375, 55.694294295367], [37.536780942161, 55.694112888893], [37.536979425821, 55.694025208719], [37.536339200111, 55.693571194438], [37.536419666703, 55.693595382757], [37.537031210104, 55.694021691443], [37.537009752944996, 55.694060996621], [37.536725438853, 55.694175887283], [37.535754478608, 55.69475638319], [37.535373605504, 55.694971043817], [37.533834017075, 55.695853860445], [37.531929648859, 55.696972469206], [37.529580033369, 55.698320803256], [37.529515660994, 55.698320803256], [37.529016769923, 55.698592883108], [37.527160680764, 55.69965699953], [37.529006041343, 55.700690856838], [37.530314958577, 55.701398217721], [37.530207670986, 55.701428446304], [37.527965343985, 55.700152770766], [37.527096308389, 55.699705367608], [37.525712288404, 55.700509480554], [37.52503637173, 55.700956874507], [37.526216543315996, 55.701609818829], [37.528094089633, 55.702673852608], [37.52801898778, 55.702710126126], [37.524918354661, 55.700993149618], [37.523019350286, 55.70208742826], [37.522386348828, 55.702456211807], [37.520519531988, 55.703489995577], [37.519489563209, 55.704106625391], [37.517365254175, 55.705327765306], [37.515326774674, 55.706530732595], [37.514522112352, 55.706119672803], [37.514597214204, 55.706089447342], [37.515294588936, 55.706452148289]]]"
120,167611613,Moscow Department of culture ,"Алтуфьевское шоссе, дом 147 - 149","[[[37.58624086670041, 55.90587324439189], [37.58614028367078, 55.906004804075074], [37.58603970064117, 55.906184577584575], [37.58588027616527, 55.90629164544931], [37.58573158052539, 55.90638364615939], [37.58530007879495, 55.90664599422543], [37.585238053971366, 55.90669576361987], [37.58518675798386, 55.90674553296308], [37.584840753662995, 55.9067830848722], [37.58451888819598, 55.906807160171404], [37.58307924612711, 55.906776958275636], [37.58298930408778, 55.90679837242018], [37.58290472646654, 55.906849919961104], [37.58281871970347, 55.9069304148461], [37.5826681638495, 55.90698593778571], [37.582572058663395, 55.90702153395182], [37.582470589059334, 55.907078223347575], [37.58202088662173, 55.90733021397878], [37.58139947885967, 55.90761592580434], [37.58085320307866, 55.90786239813302], [37.58069852981381, 55.907909994541235], [37.58035431456699, 55.9080187467898], [37.58005837499516, 55.90813467515007], [37.57992962893062, 55.90813315256671], [37.579792836239, 55.908152722646], [37.57950852163386, 55.90818875419793], [37.57935581179345, 55.90818277538307], [37.579181644280965, 55.90816775687464], [37.579042521559145, 55.908137719833846], [37.57883330925586, 55.90805485569045], [37.57879960560147, 55.90800478184258], [37.57879004182826, 55.90776035268325], [37.57878432532686, 55.907370928675526], [37.57876286765427, 55.906928926195164], [37.5787682323278, 55.90663424922413], [37.578784325518, 55.90647485284], [37.57881517088876, 55.90623059231298], [37.57891038927594, 55.9059682498153]]]"
121,861402159,Prefecture of Central Administrative Okrug of Moscow,Фрунзенская наб.,"[[[37.597298030749, 55.733921228179], [37.596257333651, 55.732898150192], [37.595586781397, 55.732238280873], [37.594438795939, 55.730891265154], [37.594261770144, 55.730797426365], [37.594138388529, 55.730588558568996], [37.594170575037, 55.730515908638], [37.59289426119, 55.728680981497]], [[37.592644432833, 55.728315354426], [37.591539362719, 55.726732068008], [37.591415981104, 55.726662438253], [37.591383794596, 55.726568589256], [37.590380648424, 55.725563482566], [37.590241173555, 55.725496878193], [37.589892486383, 55.725142662109], [37.589852597508, 55.725035895485], [37.588162998711, 55.723421371392], [37.584558109795, 55.720033299435], [37.583281378304, 55.718958380253], [37.582111935173, 55.718077227158], [37.581339458977, 55.717556398759], [37.580052552425, 55.716710106144], [37.578094539844, 55.715559388987], [37.577481021349, 55.715204478498]]]"
122,861394631,Prefecture of Central Administrative Okrug of Moscow,Чистопрудный б-р,"[[[37.637381578544, 55.765103383209], [37.640271969329, 55.763593841286], [37.641414590369, 55.762910551466], [37.642294354926, 55.762387299012], [37.643099017631, 55.761805058934], [37.644705982791, 55.759931811712], [37.645137818442, 55.759379783191]], [[37.645991556321, 55.760459225647], [37.645983509694, 55.760834292989], [37.644207170367, 55.762394560058], [37.64220535225, 55.763470696682], [37.640677368506, 55.764220399404], [37.638228511675, 55.765345481563]]]"
123,861394812,Prefecture of Central Administrative Okrug of Moscow,Яузский бульвар,"[[[37.642529423613, 55.750595550353], [37.644181664367, 55.750938945302], [37.644819324376, 55.751050132683], [37.645055358769, 55.751125769713], [37.645328944089, 55.751245275919], [37.645583753945, 55.751395036342], [37.645739322068, 55.751559923413], [37.646796931725, 55.753089282985], [37.647639145356, 55.75312407421], [37.647542585832, 55.752948605104], [37.647204627496, 55.752550771349], [37.64667084375, 55.751948261104], [37.646284605652, 55.751511086297], [37.646011020332, 55.75119946388], [37.645906414181, 55.751131390689], [37.645268048435, 55.750857583984], [37.644702102333, 55.750725974549], [37.644420470387, 55.750725974549], [37.644034232288, 55.750771357163], [37.643398548752, 55.750653362257], [37.642921115547, 55.750518726605]]]"
124,859856971,Prefecture of Troitsky and Novomoskovsky Administrative Okrugs of Moscow,"г. Москва, г. Троицк, ул. Октябрьский проспект","[[[37.290928302698, 55.470892878266], [37.295069633417, 55.474317859695], [37.297041704735, 55.476126024957], [37.296655466636, 55.476260086708], [37.299655797117, 55.478720923277], [37.300084624459, 55.479095314499], [37.300385031868, 55.479509654349], [37.300942931344, 55.480240831648], [37.303016161744, 55.482963376257], [37.303524692062, 55.48335692291], [37.303755362037, 55.483469635913]]]"
125,859856960,Prefecture of Troitsky and Novomoskovsky Administrative Okrugs of Moscow,"г. Москва, г. Троицк, ул. Солнечная","[[[37.293528983774, 55.46605554304], [37.292568752946, 55.466503544297], [37.292434642496, 55.466805256548], [37.292144963922, 55.467634191397], [37.291762433691, 55.468682749383], [37.290915675067, 55.470925244479]]]"
126,19616656,Moscow Department of natural resources and environmental protection ,от улицы Островитянова до зоны отдыха Тропарево,"[[[37.509008335332, 55.635462013003], [37.508579181399, 55.635486236756], [37.508235858791, 55.635437789236], [37.506819653147, 55.635680026746], [37.505575107459, 55.635970710186], [37.501970218455, 55.636721631832], [37.501240658081, 55.637084976388], [37.499910282677, 55.637302981099], [37.499481128849, 55.637302981099], [37.49785034714, 55.637666319757], [37.494588780702, 55.641226860978], [37.493773389009, 55.641662823088], [37.493430066427, 55.641662823088], [37.492314266922, 55.642171439756], [37.491928029101, 55.642510513865], [37.491584706494, 55.642752708149], [37.490211415166, 55.643115996262], [37.489996839097, 55.642655830515], [37.489310192978, 55.640669791], [37.488795209514, 55.640040049868], [37.488451886006, 55.639579847983], [37.488065648183, 55.638950089836], [37.487550663822, 55.638538318893], [37.487336087752, 55.638150766234], [37.487636495145, 55.63778743207], [37.48883812472, 55.6371576446], [37.490340161687, 55.636188721108], [37.489653515572996, 55.636116051108], [37.489396024293, 55.636770078281], [37.487421918179, 55.63788432124], [37.48707859557, 55.637496762111], [37.48673527296, 55.636721631844], [37.486735272959, 55.636309837984], [37.486821103385, 55.635946486747], [37.487078595565, 55.635558908447], [37.488065648175, 55.635752698075], [37.487164425992, 55.635607355817], [37.486864018599, 55.635898039795], [37.486692357746, 55.636527847007], [37.487164425997, 55.637545207085], [37.487379002965, 55.637908543495], [37.486134458175, 55.638005432873], [37.485662389029, 55.638150766235], [37.484975743815, 55.638804759441], [37.48677818818, 55.639095419188], [37.485876966, 55.639943165525], [37.485533643394, 55.640282258923], [37.488237309938, 55.639676733227]]]"
127,19616631,Moscow Department of natural resources and environmental protection ,от улицы Миклухо Маклая до микрорайона Северное Чертаново,"[[[37.587294561492, 55.633472793859], [37.586264593616, 55.63352124381], [37.585964186206, 55.63364236893], [37.577381116972, 55.634441784525], [37.577252371321, 55.632697584491], [37.576522810853, 55.632334199246], [37.575879079919, 55.632188844814], [37.575192434667, 55.632188844814], [37.574505789416, 55.632334199248], [37.573776228051, 55.632455328038], [37.571501715319, 55.632406876771], [37.570729238737, 55.63245532804], [37.568325979035, 55.632382651118], [37.567038518971, 55.632140392716], [37.565236074523, 55.63209194106], [37.561202032575, 55.63306096587], [37.559356672912, 55.633351668235], [37.558112127167, 55.633811943286], [37.557597143681, 55.634029966209], [37.55622385229, 55.634659803958], [37.554593069604, 55.63524118382], [37.55193231815, 55.635895225092], [37.549314481911, 55.636549255953], [37.547039969194, 55.637154830499], [37.546010000425, 55.637445502996], [37.545022947771, 55.637978396635], [37.544980032556, 55.638002618832]]]"
128,19616642,Moscow Department of natural resources and environmental protection ,"МКАД, 36 км, внешняя сторона","[[[37.550322359214, 55.585538032951], [37.550139968873, 55.58536824975], [37.549828832885, 55.585216657059], [37.549067085785, 55.58464059929], [37.549024170569, 55.584501131166], [37.549002712511, 55.58433134348], [37.548981254454, 55.584294960672], [37.549453323623, 55.584167619308], [37.549871748098, 55.583943254729], [37.550086325075, 55.58376133652], [37.550376003903, 55.583724953183], [37.550633495198, 55.58376133652], [37.551298683286, 55.583809848429], [37.551620548752, 55.583846231686], [37.551738565819, 55.58385835977], [37.551867311466, 55.583852295982], [37.552038973227, 55.583912935338], [37.552553957612, 55.583906871051], [37.552822178384, 55.583991765903], [37.553562467427, 55.584094852335], [37.553701942552, 55.584197938497], [37.555075233946, 55.584695173259], [37.555085962525, 55.584755811313], [37.554957216878, 55.584749747664], [37.554431503914, 55.584561769516], [37.55428130021, 55.584519322729], [37.553873604313, 55.584513259044], [37.553358619929, 55.584579961055], [37.55315477243, 55.584579961055], [37.553144042952, 55.584549642158], [37.552843635544, 55.584592088912], [37.552553957614, 55.584749747666], [37.552253550206, 55.584961979896], [37.552114075082, 55.585119637164], [37.551963871378, 55.585174210979], [37.551706379185, 55.585198465814], [37.551373785141, 55.585228784718], [37.551159208165, 55.585265166661], [37.550311630634, 55.585538032951]]]"
